Gene	Gene_ID	Locus	Gene_Size	Mut_Freq	Muts_per_Mbp	Mean_Gain	Mean_Loss	Selected	Num_Lists	fmi_cdx_324	fmi_heme_407	tcga_pancan_299	oncokids_170	goal_core_497	resistance_77	tempus_xt_648	pgdx_elio_505	msk_impact_505	trusight_523	profile_447	mayo_neuro_148	chop_solid_309	intogen_568	chop_heme_211	mayo_heme_42	join_all_1396	goal_full_2640	summary
TGM7	ENSG00000159495	15q15.2	2374	0.048064	20.25	2.4893	1.8876		0																		1	
HMGN2P46	ENSG00000179362	15q21.1	2351			2.5033	1.8917		0																		1	
MYO5A	ENSG00000197535	15q21.2	12489	0.122231	9.79	2.5251	1.9028		1														1			1	1	
C15orf65	ENSG00000261652	15q21.3	876	0.00886149	10.12	2.5210	1.9062		0																		1	
NEDD4	ENSG00000069869	15q21.3	7837	0.0414178	5.28	2.5209	1.9042		0																		1	
SLTM	ENSG00000137776	15q22.1	4252	0.253612	59.65	2.5210	1.9081		0																		1	
TPM1	ENSG00000140416	15q22.2	9693	0.00866885	0.89	2.5417	1.9175		1							1										1	1	
FBXL22	ENSG00000197361	15q22.31	3626	0.00972838	2.68	2.5460	1.9184		0																		1	
SMAD6	ENSG00000137834	15q22.31	3844	0.0135812	3.53	2.5519	1.9220		0																		1	
KIF23	ENSG00000137807	15q23	3861	0.0260065	6.74	2.5619	1.9256		0																		1	
MAP2K5	ENSG00000137764	15q23	3027	0.0107879	3.56	2.5494	1.9221		0																		1	
PKM	ENSG00000067225	15q23	3372	0.0149297	4.43	2.5823	1.9254		0																		1	
TLE3	ENSG00000140332	15q23	6931	0.0283182	4.09	2.5621	1.9256		0																			A transcriptional repressor, is altered by mutation in various cancer types.
UACA	ENSG00000137831	15q23	7416	0.0291851	3.94	2.5661	1.9253		0																		1	
ARID3B	ENSG00000179361	15q24.1	4310	0.192545	44.67	2.5675	1.9196		0																		1	A DNA binding protein highly expressed in squamous epithelium, is infrequently mutated in a diverse range of cancers.
CYP1A2	ENSG00000140505	15q24.1	3160	0.0160855	5.09	2.5666	1.9200		0																		1	
HCN4	ENSG00000138622	15q24.1	6954	0.0360239	5.18	2.5745	1.9232		0																		1	
FBXO22	ENSG00000167196	15q24.2	11341	0.0065498	0.58	2.5749	1.9222		0																		1	
NEIL1	ENSG00000140398	15q24.2	4393	0.0159892	3.64	2.5657	1.9209		1											1						1	1	
PTPN9	ENSG00000169410	15q24.2	7891	0.0135812	1.72	2.5730	1.9212		0																		1	
ACSBG1	ENSG00000103740	15q25.1	6695	0.0425737	6.36	2.5747	1.9241		0																		1	
BCL2A1	ENSG00000140379	15q25.1	848	0.00799461	9.43	2.5785	1.9250		0																		1	
FAH	ENSG00000103876	15q25.1	2239	0.0138702	6.19	2.5791	1.9251		1											1						1	1	
RASGRF1	ENSG00000058335	15q25.1	7407	0.040262	5.44	2.5719	1.9253		0																		1	
ADAMTSL3	ENSG00000156218	15q25.2	7471	0.0811982	10.87	2.6021	1.9286		0																		1	
EFL1	ENSG00000140598	15q25.2	3723	0.0479676	12.88	2.5947	1.9278		0																		1	
RPS17	ENSG00000182774	15q25.2	1930	0.00250433	1.30	2.5919	1.9280		0																		1	
ACAN	ENSG00000157766	15q26.1	10827	0.0787902	7.28	2.6269	1.9306		1												1					1	1	
CRTC3	ENSG00000140577	15q26.1	6364	0.019842	3.12	2.6473	1.9328		0																		1	
FAM174B	ENSG00000185442	15q26.1	3060	0.00356386	1.16	2.6511	1.9329		1														1			1		
FURIN	ENSG00000140564	15q26.1	4608	0.0329416	7.15	2.6383	1.9326		0																			A protease involved in precursor protein cleavage, is infrequently altered in a diverse range of cancers.
ARRDC4	ENSG00000140450	15q26.2	4094	0.0106916	2.61	2.7108	1.9307		0																		1	
LRRK1	ENSG00000154237	15q26.3	16072	0.0755153	4.70	2.6639	1.9270		0																		1	
ALDOA	ENSG00000149925	16p11.2	2358	0.0130996	5.56	2.7523	1.9574		0																		1	
CTF1	ENSG00000150281	16p11.2	1656	0.00134849	0.81	2.7595	1.9585		0																		1	
FBXL19	ENSG00000099364	16p11.2	4908	0.0196494	4.00	2.7583	1.9585		0																		1	
PPP4C	ENSG00000149923	16p11.2	1528	0.00683876	4.48	2.7518	1.9574		0																		1	
PRR14	ENSG00000156858	16p11.2	2532	0.0476787	18.83	2.7598	1.9589		1														1			1		
SETD1A	ENSG00000099381	16p11.2	6067	0.152957	25.21	2.7567	1.9585		0																			A histone methyltransferase that binds actively transcribed genes, is infrequently altered across a diverse range of cancers.
SLX1A	ENSG00000132207	16p11.2	1157	0.00269698	2.33	2.7484	1.9568		1											1						1	1	
SLX1B	ENSG00000181625	16p11.2	1189	0.000385282	0.32	2.7442	1.9562		1											1						1		
SULT1A1	ENSG00000196502	16p11.2	2680	0.0314005	11.72	2.7409	1.9573		0																		1	
VKORC1	ENSG00000167397	16p11.2	2085	0.00356386	1.71	2.7503	1.9584		0																		1	
ZNF668	ENSG00000167394	16p11.2	3879	0.0658833	16.98	2.7522	1.9584		0																		1	
IL21R	ENSG00000103522	16p12.1	5140	0.0604893	11.77	2.7303	1.9544		0																		1	
RBBP6	ENSG00000122257	16p12.1	7350	0.171354	23.31	2.7312	1.9471		0																		1	
PLK1	ENSG00000166851	16p12.2	2200	0.0162782	7.40	2.7174	1.9456		0																		1	
SMG1	ENSG00000157106	16p12.3	17662	0.166924	9.45	2.7313	1.9470		0																			A serine/threonine kinase involved in nonsense-mediated decay, is infrequently altered across a diverse range of cancers.
ABCC6	ENSG00000091262	16p13.11	6350	0.0796571	12.54	2.7406	1.9454		0																		1	
ABCC6P2	ENSG00000255277	16p13.11	1097	0.00298594	2.72	2.7396	1.9465		0																		1	
NDE1	ENSG00000072864	16p13.11	4030	0.00953573	2.37	2.7450	1.9456		0																		1	
PARN	ENSG00000140694	16p13.12	4885	0.0131959	2.70	2.7354	1.9467		0																		1	
RMI2	ENSG00000175643	16p13.13	3150	0.00250433	0.80	2.7560	1.9451		0																		1	
ZC3H7A	ENSG00000122299	16p13.13	5383	0.0336159	6.24	2.7593	1.9460		0																		1	
SNX29	ENSG00000048471	16p13.13-p13.12	8257	0.0242728	2.94	2.7428	1.9451		0																		1	
USP7	ENSG00000187555	16p13.2	6345	0.0347717	5.48	2.7482	1.9421		1															1		1	1	
CLUAP1	ENSG00000103351	16p13.3	7487	0.0100173	1.34	2.6662	1.9053		0																		1	
FBXL16	ENSG00000127585	16p13.3	3652	0.0144481	3.96	2.6808	1.8753		0																		1	
NPRL3	ENSG00000103148	16p13.3	3362	0.0197457	5.87	2.6817	1.8607		0																		1	
RBFOX1	ENSG00000078328	16p13.3	10569	0.0403583	3.82	2.7252	1.9340		1														1			1		
SRRM2	ENSG00000167978	16p13.3	9450	0.229917	24.33	2.6795	1.9048		0																		1	
TFAP4	ENSG00000090447	16p13.3	2191	0.0157003	7.17	2.6874	1.9132		1														1			1		
SHCBP1	ENSG00000171241	16q11.2	5229	0.0122327	2.34	2.7474	1.8704		0																		1	
ZNF423	ENSG00000102935	16q12.1	8858	0.0486419	5.49	2.6434	1.8681		0																		1	
CES1	ENSG00000198848	16q12.2	2243	0.208245	92.84	2.5967	1.8610		0																		1	
MMP2	ENSG00000087245	16q12.2	4579	0.0218648	4.78	2.6055	1.8626		0																		1	
SLC6A2	ENSG00000103546	16q12.2	5428	0.019842	3.66	2.6001	1.8620		0																		1	
HERPUD1	ENSG00000051108	16q13	2885	0.0114621	3.97	2.5923	1.8612		0																		1	
MT2A	ENSG00000125148	16q13	614	0.00115585	1.88	2.5897	1.8604		0																		1	
CDH11	ENSG00000140937	16q21	6957	0.0329416	4.74	2.6252	1.8553		1														1			1	1	
CDH5	ENSG00000179776	16q21	5356	0.0263918	4.93	2.5998	1.8554		0																		1	
SETD6	ENSG00000103037	16q21	6326	0.0238875	3.78	2.6147	1.8604		0																			A histone methyltransferase, is infrequently altered by mutation in a variety of human cancers.
USB1	ENSG00000103005	16q21	4357	0.00616452	1.41	2.6052	1.8612		0																		1	
ACD	ENSG00000102977	16q22.1	2114	0.0231169	10.94	2.6016	1.8524		0																		1	
CARMIL2	ENSG00000159753	16q22.1	4614	0.0422847	9.16	2.6025	1.8524		0																		1	
CES2	ENSG00000172831	16q22.1	3991	0.0277403	6.95	2.5971	1.8548		0																		1	
DDX19B	ENSG00000157349	16q22.1	3887	0.00934309	2.40	2.6081	1.8537		0																		1	
ENKD1	ENSG00000124074	16q22.1	1593	0.0116548	7.32	2.6016	1.8524		0																		1	
FBXL8	ENSG00000135722	16q22.1	2573	0.00915045	3.56	2.5980	1.8544		0																		1	
HAS3	ENSG00000103044	16q22.1	4808	0.0266808	5.55	2.6017	1.8515		1							1										1		
HSD11B2	ENSG00000176387	16q22.1	1916	0.00857253	4.47	2.5997	1.8543		1							1										1		
NFAT5	ENSG00000102908	16q22.1	13361	0.203622	15.24	2.6096	1.8516		0																		1	
NQO1	ENSG00000181019	16q22.1	2869	0.00404546	1.41	2.6092	1.8525		1							1										1	1	
PDPR	ENSG00000090857	16q22.1	8708	0.131863	15.14	2.6083	1.8528		1														1			1		
TERF2	ENSG00000132604	16q22.1	3308	0.00972838	2.94	2.6084	1.8517		0																		1	
UTP4	ENSG00000141076	16q22.1	4457	0.0169524	3.80	2.6015	1.8513		0																		1	
PHLPP2	ENSG00000040199	16q22.2	9239	0.0592371	6.41	2.5951	1.8485		1							1										1	1	
CTRB1	ENSG00000168925	16q23.1	898	0.00404546	4.50	2.5993	1.8456		0																		1	
NUDT7	ENSG00000140876	16q23.1	1613	0.00866885	5.37	2.6009	1.8422		0																		1	
WWOX	ENSG00000186153	16q23.1-q23.2	3087	0.0209979	6.80	2.5855	1.8373		0																		1	
FOXC2	ENSG00000176692	16q24.1	2904	0.014737	5.07	2.5307	1.8237		0																		1	
FOXF1	ENSG00000103241	16q24.1	3528	0.0366018	10.37	2.5333	1.8232		1									1								1		A transcription factor, is infrequently altered by mutation in various cancer types.
KLHL36	ENSG00000135686	16q24.1	7579	0.0202273	2.67	2.5397	1.8259		1														1			1		
SLC7A5	ENSG00000103257	16q24.2	4650	0.0130996	2.82	2.5339	1.8150		0																		1	
CDT1	ENSG00000167513	16q24.3	2704	0.0357349	13.22	2.5286	1.8025		0																		1	
PRDM7	ENSG00000126856	16q24.3	3427	0.0510499	14.90	2.5437	1.8057		0																		1	
FBXW10	ENSG00000171931	17p11.2	3568	0.121749	34.12	2.5479	1.8239		0																		1	
MAP2K3	ENSG00000034152	17p11.2	2675	0.0482566	18.04	2.6251	1.8421		0																		1	
SLC47A1	ENSG00000142494	17p11.2	3544	0.0132922	3.75	2.6052	1.8323		0																		1	
SLC47A2	ENSG00000180638	17p11.2	2496	0.03246	13.00	2.6058	1.8329		1							1										1	1	
SPECC1	ENSG00000128487	17p11.2	11216	0.0414178	3.69	2.6100	1.8337		0																		1	
TNFRSF13B	ENSG00000240505	17p11.2	1527	0.0107879	7.06	2.5437	1.8145		0																		1	
ELAC2	ENSG00000006744	17p12	3863	0.0355423	9.20	2.5140	1.8066		0																		1	
NLRP1	ENSG00000091592	17p13	6189	0.0740705	11.97	2.4514	1.8051		0																		1	
EIF4A1	ENSG00000161960	17p13.1	1802	0.00943941	5.24	2.4405	1.7962		0																		1	
FBXO39	ENSG00000177294	17p13.1	1701	0.0144481	8.49	2.4483	1.8033		0																		1	
GAS7	ENSG00000007237	17p13.1	9351	0.0314005	3.36	2.4890	1.8013		0																		1	
MYH10	ENSG00000133026	17p13.1	7932	0.178964	22.56	2.4773	1.8008		0																		1	
PER1	ENSG00000179094	17p13.1	5522	0.0668465	12.11	2.4745	1.8016		0																		1	
PHF23	ENSG00000040633	17p13.1	2156	0.0137738	6.39	2.4485	1.8013		0																		1	
PIK3R5	ENSG00000141506	17p13.1	4629	0.0463302	10.01	2.4806	1.8005		0																		1	
PIK3R6	ENSG00000276231	17p13.1	3133	0.0254286	8.12	2.4784	1.8001		0																		1	
RANGRF	ENSG00000108961	17p13.1	1176	0.00346754	2.95	2.4772	1.8015		0																		1	
RPL26	ENSG00000161970	17p13.1	1614	0.0042381	2.63	2.4769	1.8020		0																		1	
WRAP53	ENSG00000141499	17p13.1	4209	0.0315931	7.51	2.4471	1.7928		0																		1	
PIMREG	ENSG00000129195	17p13.2	2339	0.0329416	14.08	2.4468	1.8039		0																		1	
SERPINF1	ENSG00000132386	17p13.3	1470	0.0112695	7.67	2.4656	1.8080		0																		1	
WSB1	ENSG00000109046	17q11.1	7117	0.0470044	6.60	2.7242	1.9131		0																		1	
ALDOC	ENSG00000109107	17q11.2	1762	0.0223464	12.68	2.7351	1.9189		0																		1	
GOSR1	ENSG00000108587	17q11.2	6097	0.00443075	0.73	2.6855	1.9073		0																		1	
KSR1	ENSG00000141068	17q11.2	8239	0.0286072	3.47	2.7253	1.9153		0																		1	
LRRC37B	ENSG00000185158	17q11.2	3557	0.0364092	10.24	2.6811	1.9066		0																		1	
RHOT1	ENSG00000126858	17q11.2	4765	0.00992102	2.08	2.6865	1.9073		1											1						1	1	
SLC6A4	ENSG00000108576	17q11.2	6700	0.014737	2.20	2.6915	1.9101		0																		1	
TAOK1	ENSG00000160551	17q11.2	12487	0.0243691	1.95	2.7290	1.9146		0																		1	
TIAF1	ENSG00000221995	17q11.2	5341	0.00934309	1.75	2.7480	1.9189		0																		1	
TMEM199	ENSG00000244045	17q11.2	3536	0.0124254	3.51	2.7277	1.9176		0																		1	
ZNF207	ENSG00000010244	17q11.2	14041	0.0145444	1.04	2.6862	1.9078		0																		1	
ACACA	ENSG00000278540	17q12	11312	0.115296	10.19	2.7070	1.9082		0																		1	
FBXL20	ENSG00000108306	17q12	10777	0.00818725	0.76	2.9330	1.9102		0																		1	
FBXO47	ENSG00000204952	17q12	2347	0.0128106	5.46	2.8069	1.9108		0																		1	
HNF1B	ENSG00000275410	17q12	2873	0.0626084	21.79	2.7522	1.9086		1							1										1		
LASP1	ENSG00000002834	17q12	4137	0.00732036	1.77	2.7983	1.9106		0																		1	
MED1	ENSG00000125686	17q12	8210	0.0337122	4.11	2.9543	1.9117		0																		1	
MLLT6	ENSG00000275023	17q12	9727	0.0394914	4.06	2.7834	1.9101		0																		1	
PGAP3	ENSG00000161395	17q12	2719	0.0169524	6.23	3.3225	1.9156		0																		1	
RFFL	ENSG00000092871	17q12	8151	0.0100173	1.23	2.6640	1.9033		0																		1	
TCAP	ENSG00000173991	17q12	968	0.0130996	13.53	3.3080	1.9155		0																		1	
CSF3	ENSG00000108342	17q21.1	1705	0.00549027	3.22	2.9785	1.9124		1								1									1	1	
CCR7	ENSG00000126353	17q21.2	2524	0.00992102	3.93	2.7876	1.9083		1														1			1	1	
CDC6	ENSG00000094804	17q21.2	4612	0.0139665	3.03	2.8464	1.9113		0																		1	
DHX58	ENSG00000108771	17q21.2	2647	0.0490272	18.52	2.6787	1.9073		0																		1	
JUP	ENSG00000173801	17q21.2	3779	0.0337122	8.92	2.7747	1.9093		0																		1	
KRT20	ENSG00000171431	17q21.2	1836	0.0105953	5.77	2.7669	1.9010		0																		1	
WNK4	ENSG00000126562	17q21.2	4275	0.0445001	10.41	2.6707	1.9083		1														1			1		
CRHR1	ENSG00000120088	17q21.31	2720	0.0169524	6.23	2.6809	1.9129		0																		1	
EFTUD2	ENSG00000108883	17q21.31	4832	0.0512425	10.60	2.6776	1.9121		1														1			1		
FZD2	ENSG00000180340	17q21.31	3783	0.0219611	5.81	2.6794	1.9098		0																		1	
G6PC3	ENSG00000141349	17q21.31	1557	0.00895781	5.75	2.6804	1.9083		0																		1	
GFAP	ENSG00000131095	17q21.31	6485	0.0203236	3.13	2.6766	1.9115		0																		1	
HDAC5	ENSG00000108840	17q21.31	5460	0.0575034	10.53	2.6800	1.9084		0																		1	
HEXIM1	ENSG00000186834	17q21.31	3629	0.0235985	6.50	2.6786	1.9138		0																		1	
NBR1	ENSG00000188554	17q21.31	5150	0.0486419	9.45	2.6724	1.9103		0																		1	
RPL27	ENSG00000131469	17q21.31	944	0.00298594	3.16	2.6733	1.9096		0																		1	
WNT3	ENSG00000108379	17q21.31-q21.32	3307	0.0104026	3.15	2.7241	1.9233		0																		1	
CDC27	ENSG00000004897	17q21.32	5924	0.0890965	15.04	2.7137	1.9262		0																		1	
ITGB3	ENSG00000259207	17q21.32	6400	0.0735889	11.50	2.7201	1.9274		0																		1	
KPNB1	ENSG00000108424	17q21.32	6737	0.0293778	4.36	2.7270	1.9306		0																		1	
NPEPPS	ENSG00000141279	17q21.32	4512	0.0211905	4.70	2.7281	1.9293		1														1			1		
ABCC3	ENSG00000108846	17q21.33	6550	0.0671354	10.25	2.8401	1.9473		1							1										1	1	
CACNA1G	ENSG00000006283	17q21.33	9224	0.130418	14.14	2.8303	1.9473		0																		1	
EME1	ENSG00000154920	17q21.33	2414	0.0183972	7.62	2.8228	1.9477		1											1						1	1	
ITGA3	ENSG00000005884	17q21.33	4993	0.035157	7.04	2.8282	1.9459		0																		1	
LRRC59	ENSG00000108829	17q21.33	4147	0.0213832	5.16	2.8221	1.9477		0																		1	
MBTD1	ENSG00000011258	17q21.33	5668	0.00818725	1.44	2.8208	1.9458		0																		1	
NGFR	ENSG00000064300	17q21.33	3695	0.015026	4.07	2.8158	1.9438		0																		1	
PHB	ENSG00000167085	17q21.33	2079	0.00924677	4.45	2.8191	1.9440		0																		1	
SGCA	ENSG00000108823	17q21.33	1469	0.0235985	16.06	2.8325	1.9466		0																		1	
CA10	ENSG00000154975	17q21.33-q22	3853	0.014737	3.82	2.8070	1.9436		0																		1	
HLF	ENSG00000108924	17q22	6076	0.00866885	1.43	2.8058	1.9298		0																		1	
TRIM37	ENSG00000108395	17q22	5010	0.0353496	7.06	2.8480	1.9396		1											1						1	1	
CLTC	ENSG00000141367	17q23.1	8830	0.0312079	3.53	2.8893	1.9409		1														1			1	1	
BCAS3	ENSG00000141376	17q23.2	4027	0.0304373	7.56	2.8878	1.9447		0																		1	
ACE	ENSG00000159640	17q23.3	5447	0.0549027	10.08	2.8854	1.9484		0																		1	
DDX5	ENSG00000108654	17q23.3	3954	0.0160855	4.07	2.8711	1.9485		0																		1	
ICAM2	ENSG00000108622	17q23.3	1557	0.00837989	5.38	2.8761	1.9485		0																		1	
MAP3K3	ENSG00000198909	17q23.3	4915	0.020131	4.10	2.8817	1.9490		0																		1	
CEP112	ENSG00000154240	17q24.1	4180	0.0613562	14.68	2.8647	1.9465		0																		1	
ABCA10	ENSG00000154263	17q24.3	6522	0.070314	10.78	2.8500	1.9414		0																		1	
KCNJ2	ENSG00000123700	17q24.3	5588	0.0284146	5.08	2.8740	1.9477		0																		1	
MAP2K6	ENSG00000108984	17q24.3	13714	0.00693508	0.51	2.8549	1.9445		0																		1	
CDK3	ENSG00000250506	17q25.1	1676	0.00789829	4.71	2.8375	1.9385		0																		1	
EVPL	ENSG00000167880	17q25.1	6622	0.17723	26.76	2.8376	1.9385		0																		1	
GRB2	ENSG00000177885	17q25.1	4075	0.00597187	1.47	2.8478	1.9395		0																		1	
RHBDF2	ENSG00000129667	17q25.1	4010	0.0471008	11.75	2.8323	1.9370		1											1						1	1	
SLC9A3R1	ENSG00000109062	17q25.1	2026	0.0344828	17.02	2.8303	1.9403		1							1										1	1	
ACTG1	ENSG00000184009	17q25.3	2331	0.0128106	5.50	2.8234	1.9349		0																		1	A cytoskeletal protein, is infrequently altered across various cancer types.
ASPSCR1	ENSG00000169696	17q25.3	2540	0.0170487	6.71	2.8285	1.9323		1							1										1	1	
BIRC5	ENSG00000089685	17q25.3	3210	0.00404546	1.26	2.8457	1.9371		0																		1	
CANT1	ENSG00000171302	17q25.3	3701	0.0125217	3.38	2.8355	1.9381		0																		1	
FAAP100	ENSG00000185504	17q25.3	4458	0.0250433	5.62	2.8238	1.9342		1											1						1	1	
FASN	ENSG00000169710	17q25.3	8636	0.106338	12.31	2.8285	1.9305		0																		1	
GAA	ENSG00000171298	17q25.3	3831	0.0335196	8.75	2.8278	1.9319		0																		1	
RAC3	ENSG00000169750	17q25.3	1062	0.00433442	4.08	2.8281	1.9321		0																		1	
RNF213	ENSG00000173821	17q25.3	23631	0.127336	5.39	2.8241	1.9361		1														1			1	1	
SEPTIN9	ENSG00000184640	17q25.3	6536	0.0282219	4.32	2.8251	1.9367		1														1			1	1	
UNC13D	ENSG00000092929	17q25.3	4208	0.0586592	13.94	2.8420	1.9389		0																		1	
TUBB6	ENSG00000176014	18p11.21	2962	0.014737	4.98	2.6584	1.8960		0																		1	
RAB12	ENSG00000206418	18p11.22	2170	0.00635716	2.93	2.6613	1.8899		0																		1	
TWSG1	ENSG00000128791	18p11.22	4291	0.0359276	8.37	2.6534	1.8892		0																		1	
LAMA1	ENSG00000101680	18p11.31	10095	0.110769	10.97	2.6676	1.8893		0																		1	
COLEC12	ENSG00000158270	18p11.32	5764	0.0304373	5.28	2.6969	1.8872		0																		1	
NDC80	ENSG00000080986	18p11.32	2194	0.017723	8.08	2.6894	1.8867		0																		1	
SMCHD1	ENSG00000101596	18p11.32	9025	0.0456559	5.06	2.6910	1.8864		0																		1	
TYMS	ENSG00000176890	18p11.32	1641	0.00943941	5.75	2.6966	1.8846		1							1										1	1	
RBBP8	ENSG00000101773	18q11.2	3767	0.035446	9.41	2.7012	1.9004		1											1						1	1	
TAF4B	ENSG00000141384	18q11.2	4826	0.0475824	9.86	2.6711	1.8788		0																		1	
ZNF521	ENSG00000198795	18q11.2	4965	0.0420921	8.48	2.6453	1.8853		1														1			1	1	
ASXL3	ENSG00000141431	18q12.1	11808	0.0888076	7.52	2.6044	1.8643		0																		1	
CDH2	ENSG00000170558	18q12.1	4288	0.0343864	8.02	2.6315	1.8721		0																		1	
DSC2	ENSG00000134755	18q12.1	12577	0.0245617	1.95	2.6211	1.8675		0																		1	
DSG2	ENSG00000046604	18q12.1	6116	0.10393	16.99	2.6255	1.8659		0																		1	
DTNA	ENSG00000134769	18q12.1	10726	0.0286072	2.67	2.5975	1.8613		0																		1	
KLHL14	ENSG00000197705	18q12.1	4870	0.0282219	5.80	2.6141	1.8646		0																		1	
TTR	ENSG00000118271	18q12.1	875	0.0032749	3.74	2.6261	1.8665		0																		1	
MBD1	ENSG00000141644	18q21.1	5992	0.0306299	5.11	2.5011	1.8273		0																		1	
SMAD7	ENSG00000101665	18q21.1	4553	0.0326527	7.17	2.5505	1.8342		0																		1	
DCC	ENSG00000187323	18q21.2	10620	0.0575997	5.42	2.4986	1.8220		1														1			1	1	
TCF4	ENSG00000196628	18q21.2	13240	0.0371797	2.81	2.4979	1.8212		1														1			1	1	
CDH20	ENSG00000101542	18q21.33	4217	0.0583703	13.84	2.5017	1.8185		0																		1	
KDSR	ENSG00000119537	18q21.33	5183	0.00857253	1.65	2.5161	1.8212		0																		1	
PHLPP1	ENSG00000081913	18q21.33	6367	0.0623194	9.79	2.5154	1.8211		1							1										1		
FBXO15	ENSG00000141665	18q22.3	1715	0.0130033	7.58	2.5270	1.8172		0																		1	
NFATC1	ENSG00000131196	18q23	7631	0.108939	14.28	2.5086	1.8103		0																		1	
ZNF208	ENSG00000160321	19p12	11488	0.114044	9.93	2.8240	1.9584		1														1			1		
ZNF429	ENSG00000197013	19p12	5462	0.0224427	4.11	2.8193	1.9584		1														1			1		
ZNF626	ENSG00000188171	19p12	6855	0.0834136	12.17	2.8113	1.9577		1														1			1		
ZNF93	ENSG00000184635	19p12	3998	0.0122327	3.06	2.7696	1.9557		1														1			1		
SUGP2	ENSG00000064607	19p13	7187	0.0307263	4.28	2.7471	1.9521		0																		1	
CALR3	ENSG00000269058	19p13.11	1299	0.0101137	7.79	2.7031	1.9448		0																		1	
DDX49	ENSG00000105671	19p13.11	1845	0.0154113	8.35	2.7405	1.9516		0																		1	
ELL	ENSG00000105656	19p13.11	4142	0.0180119	4.35	2.7236	1.9494		1														1			1	1	
SLC5A5	ENSG00000105641	19p13.11	3664	0.0205163	5.60	2.6943	1.9453		0																		1	
UPF1	ENSG00000005007	19p13.11	5450	0.0515315	9.46	2.7424	1.9508		1									1								1		Involved in mRNA surveillance, is rarely mutated in cancers.
TPM4	ENSG00000167460	19p13.12-p13.11	4267	0.0101137	2.37	2.7123	1.9439		0																		1	
FBXW9	ENSG00000132004	19p13.13	1857	0.0151223	8.14	2.6921	1.9327		0																		1	
KLF1	ENSG00000105610	19p13.13	1625	0.012907	7.94	2.6945	1.9326		0																		1	
LYL1	ENSG00000104903	19p13.13	1497	0.00558659	3.73	2.7168	1.9336		1															1		1	1	
MAN2B1	ENSG00000104774	19p13.13	3281	0.0359276	10.95	2.6883	1.9321		0																		1	
CDKN2D	ENSG00000129355	19p13.2	1513	0.00366018	2.42	2.6893	1.9303		0																		1	
FBXL12	ENSG00000127452	19p13.2	2626	0.00915045	3.48	2.6702	1.9265		0																		1	
ICAM1	ENSG00000090339	19p13.2	3022	0.02042	6.76	2.6816	1.9283		0																		1	
LDLR	ENSG00000130164	19p13.2	5308	0.0362165	6.82	2.6884	1.9305		1							1										1	1	
MAP2K7	ENSG00000076984	19p13.2	3526	0.017723	5.03	2.6133	1.9105		1														1			1	1	
MUC16	ENSG00000181143	19p13.2	44152	0.572626	12.97	2.6513	1.9181		0																		1	
MYO1F	ENSG00000142347	19p13.2	4437	0.0580813	13.09	2.6378	1.9169		0																		1	
RGL3	ENSG00000205517	19p13.2	2619	0.0314005	11.99	2.6754	1.9305		1														1			1		
STXBP2	ENSG00000076944	19p13.2	3270	0.0172414	5.27	2.6177	1.9076		0																		1	
ZNF490	ENSG00000188033	19p13.2-p13.13	6128	0.0098247	1.60	2.6843	1.9318		0																		1	
ABCA7	ENSG00000064687	19p13.3	7003	0.0875554	12.50	2.5455	1.8392		0																		1	
ACER1	ENSG00000167769	19p13.3	1452	0.00770564	5.31	2.5784	1.8958		0																		1	
AMH	ENSG00000104899	19p13.3	1829	0.0159892	8.74	2.5446	1.8514		0																		1	
CSNK1G2	ENSG00000133275	19p13.3	2943	0.0116548	3.96	2.5390	1.8419		0																		1	
FSTL3	ENSG00000070404	19p13.3	2705	0.00558659	2.07	2.5483	1.8404		0																		1	
FZR1	ENSG00000105325	19p13.3	5994	0.0199384	3.33	2.5524	1.8727		0																		1	
MATK	ENSG00000007264	19p13.3	2610	0.0193604	7.42	2.5514	1.8743		0																		1	
PIAS4	ENSG00000105229	19p13.3	3113	0.0417068	13.40	2.5550	1.8766		1							1										1		
PTBP1	ENSG00000011304	19p13.3	3754	0.0168561	4.49	2.5497	1.8406		0																		1	
SH3GL1	ENSG00000141985	19p13.3	2556	0.0101137	3.96	2.5624	1.8795		0																		1	
SHC2	ENSG00000129946	19p13.3	2546	0.0145444	5.71	2.5453	1.8374		0																		1	
TLE2	ENSG00000065717	19p13.3	3133	0.0235985	7.53	2.5618	1.8722		0																			A transcriptional repressor, is altered by overexpression in various cancer types.
WDR18	ENSG00000065268	19p13.3	1574	0.0163745	10.40	2.5472	1.8394		0																		1	
ZBTB7A	ENSG00000178951	19p13.3	6756	0.0184935	2.74	2.5558	1.8770		1										1							1		
TSHZ3	ENSG00000121297	19q12	5442	0.187729	34.50	2.9619	1.9490		0																		1	
CEP89	ENSG00000121289	19q13.11	8755	0.0248507	2.84	2.8931	1.9449		0																		1	
FAAP24	ENSG00000131944	19q13.11	2385	0.00943941	3.96	2.8880	1.9453		1											1						1	1	
GPI	ENSG00000105220	19q13.11	4481	0.0136775	3.05	2.8497	1.9411		0																		1	
LSM14A	ENSG00000257103	19q13.11	3738	0.0119437	3.20	2.8473	1.9387		0																		1	
SCN1B	ENSG00000105711	19q13.11	6452	0.00876517	1.36	2.8595	1.9407		0																		1	
UBA2	ENSG00000126261	19q13.11	4480	0.0183972	4.11	2.8515	1.9408		1															1		1		
